name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds
Grapeshot,ASTX,74,,,,,Card,art_series,9c98b195-f8be-5dd3-a281-a127a620fede,c6a10cf6-a843-5ce7-8371-1f1bd8cc0569
Infuriate,ASTX,75,,,,,Card,art_series,5caef81c-35cc-56fc-bdd0-d08a18473374,4ac4302f-6a10-5ecc-863c-c8c195c70bd7
Lightning Bolt,ASTX,76,,,,,Card,art_series,e5830848-5078-56cf-a434-81de5417d5e4,b73dee51-c4ef-5ac1-82ea-b45d5fca15af
Stone Rain,ASTX,77,,,,,Card,art_series,367cfdc4-e23a-54ad-b924-4db206347014,f1fe919e-6557-5766-8a40-2be3ca56f685
Urza's Rage,ASTX,79,,,,,Card,art_series,f4bcbfcb-94da-5019-a9b7-4c27c7edc1e4,e1a9f8df-29ca-5e5d-b6a7-b04b08be7db0
Cultivate,ASTX,80,,,,,Card,art_series,9a528da5-67c5-53cb-b661-6054a4d33052,50dac17a-3633-5f85-ad9e-9189954ef2cf
Primal Command,ASTX,81,,,,,Card,art_series,d62835ea-6142-5082-b13d-e50cac848976,2ec433c5-6b62-5364-9e3e-498056f53c1f
Sorin the Mirthless,AVOW,1,,,,,Card,art_series,133bb8f1-fe1a-54e4-9ce1-aaa2fbd53d4d,08c18b95-8e36-5a02-b9fc-631861d450c0
"Kaya, Geist Hunter",AVOW,3,,,,,Card,art_series,558e48e8-26e3-5151-9227-70e67c325749,17c614ef-6d28-54a6-adb3-983dc2fe771c
Ancestor's Embrace,AVOW,4,,,,,Card,art_series,d182a045-8371-5727-a7b2-f5459f5f1320,e8032be8-ac5d-56c7-a292-6b006af85413
Angelic Quartermaster,AVOW,5,,,,,Card,art_series,26ad86a2-336a-5890-abfc-3f66f8f5ad86,905e7aca-8e24-5eb1-8366-002725934e8e
Bride's Gown,AVOW,6,,,,,Card,art_series,5e572f94-df27-555b-8308-1dfb5abba3cb,bedb2c2d-bce7-5856-b51a-d7f9157e2793
By Invitation Only,AVOW,7,,,,,Card,art_series,c8c4a720-f08a-5430-a3f4-de8617784700,69b55a74-de18-5f70-a47e-14d6ea37d7aa
Cemetery Protector,AVOW,8,,,,,Card,art_series,17ccd076-a63f-54dc-96ab-99c38d0a7645,0a07c45c-fe60-5f58-9999-be8a529e3fa9
Estwald Shieldbasher,AVOW,9,,,,,Card,art_series,b4abb043-0fff-562d-93d0-b843ad8a351f,a0007afc-4693-5402-92cf-e7d61ebada16
Gryff Rider,AVOW,10,,,,,Card,art_series,73758a46-d92d-578b-9fa0-31a62b8c6337,4f704adb-7084-5105-854b-74ede6518159
Gryffwing Cavalry,AVOW,11,,,,,Card,art_series,c0661550-053b-56e9-bafd-c9fd1bb6acfe,a7dee5a9-e811-58fc-87e1-fe414b50d851
Hallowed Haunting,AVOW,12,,,,,Card,art_series,fbd5bcf1-fce5-5105-844e-00aa292e607c,69192479-05ca-5350-a1a1-d1f00e55a36d
Heron-Blessed Geist,AVOW,13,,,,,Card,art_series,79d3be1f-6dc6-57a8-a343-854e845b7a3f,b5fdf53a-a8e6-5680-a96c-1c4525e2cb8e
"Katilda, Dawnhart Martyr",AVOW,14,,,,,Card,art_series,37d7c01b-a441-5398-a619-b067a3796b8b,108d136c-e193-5c12-b1c1-d524f834155b
Katilda's Rising Dawn,AVOW,15,,,,,Card,art_series,a253e1f0-2865-5ffc-8a36-a4d81598a8d2,8e3be79d-f602-529c-93a3-a6d2d99e76e7
Sigarda's Imprisonment,AVOW,16,,,,,Card,art_series,c8c7696d-c36f-5b52-9d6a-430e39775b3b,87a49236-d9a9-5666-82b4-09a85682ccb3
Sigarda's Summons,AVOW,17,,,,,Card,art_series,598d244b-e8bb-50d4-b604-cf05370d0f73,d76167b9-e875-5a9a-8469-943d67b70120
Traveling Minister,AVOW,19,,,,,Card,art_series,d1295a28-7659-5d99-8e7d-fead4caf5523,8157e624-0257-5404-8da1-b8acd1b3c5b7
Biolume Serpent,AVOW,20,,,,,Card,art_series,1be41cf5-f785-5b0d-807c-9b1612e67c77,1fe301d6-1b23-5a40-91d5-cc299f8458ed
Cemetery Illuminator,AVOW,21,,,,,Card,art_series,22a22415-f889-5451-b57d-7a24ec05b1f8,1caf587d-6ef5-5394-b27b-6070372c771e
Dreamshackle Geist,AVOW,22,,,,,Card,art_series,9dcf74b9-08f0-52e1-bfd2-3fd1db6e6dee,205cf114-d0b3-554e-8218-b3b02d7b5311
Lunar Rejection,AVOW,23,,,,,Card,art_series,474420fb-af70-53e9-b807-44e19b9d38b0,1c4e76d4-5a8e-59b1-843f-e0f1c287fda4
Repository Skaab,AVOW,24,,,,,Card,art_series,c4dbc07d-398b-5df4-8fc8-12a396002caa,93687e42-aec4-5a8b-b08f-028e87b47bea
Thirst for Discovery,AVOW,25,,,,,Card,art_series,1be60d8f-d1ae-5ae4-8e43-eb630067fd12,a5028cdd-9df5-5f27-bdd5-038804d2304a
Wanderlight Spirit,AVOW,26,,,,,Card,art_series,9866f55e-4af5-556f-b7ad-c4309bcd79ea,3daef662-c4a2-5585-b46f-44f58e8fe56d
Witness the Future,AVOW,27,,,,,Card,art_series,200e1d0b-4fe5-5585-b449-fa91e1ca9450,14111f0c-2cc4-5562-8524-1db1109d0129
Bloodcrazed Socialite,AVOW,28,,,,,Card,art_series,841c8ee8-7b71-5941-886b-2f7d5665715d,10bce5ee-27b1-5bd1-890d-c2687395f725
Bloodsoaked Reveler,AVOW,29,,,,,Card,art_series,9dd7d782-db20-51bf-bbe3-1de0b2db868e,9ae4c83c-1216-5537-9076-159514ba9df1
Demonic Bargain,AVOW,30,,,,,Card,art_series,6629365b-5af2-56e0-9488-42e316c5594a,4b61e589-e538-513a-8199-0728c0003c37
Dread Fugue,AVOW,31,,,,,Card,art_series,a9bd8577-865e-5d43-b84c-71e9a5aa5445,f466a313-470a-5aec-bd6d-909166cb449f
Dying to Serve,AVOW,32,,,,,Card,art_series,eb60a9fd-cc42-58a9-ac2e-99d8f2506707,77f95020-1c07-5337-809b-c2c36c5b4e95
Falkenrath Forebear,AVOW,33,,,,,Card,art_series,623034bc-33d1-5fc3-a540-0563a68910d7,ad0fb8bf-634f-595b-9390-a3584fef29b7
Gift of Fangs,AVOW,34,,,,,Card,art_series,52a3dbcc-e768-569b-89b2-afdce36c3446,f5627e1b-a682-5329-a7c4-e0d4f61ddca1
Groom's Finery,AVOW,35,,,,,Card,art_series,a9cd1d27-e10a-5951-b819-ce288f5a224a,cd305752-3f8d-59fb-9641-14836f23e5f2
Parasitic Grasp,AVOW,36,,,,,Card,art_series,3d3d83f3-6050-5c4a-a7d3-96e75f7ad671,583ca2ab-724a-558e-8d69-f9589a84f1ce
Undead Butler,AVOW,37,,,,,Card,art_series,718c6d12-64ee-54fb-a66f-ac715eb15031,80852db0-60cc-51e1-9b05-00af493b1e33
Abrade,AVOW,38,,,,,Card,art_series,7deebef8-e3ad-5564-a426-b38fb3ed3749,7e907538-766b-5e72-8c3c-11c1fb76489c
Cemetery Gatekeeper,AVOW,39,,,,,Card,art_series,bb6650a4-dc3c-5a79-af38-e26a2018d755,ab5d1fad-2959-5869-8091-e6cfa2b01c69
Change of Fortune,AVOW,40,,,,,Card,art_series,addf911b-2c21-581b-8882-18192fa4d111,683023cd-6d0d-54c8-8cb4-99622898a5d5
Curse of Hospitality,AVOW,41,,,,,Card,art_series,034d26a9-f3cb-5fed-8865-0c4c333ee398,f11b89f4-42fe-523d-8e18-e00cd34ed663
Daybreak Combatants,AVOW,42,,,,,Card,art_series,ddf6d441-db06-5658-bbc6-e628e977687d,fc78ebd0-56f9-59e6-a391-d83dad03c30e
Falkenrath Celebrants,AVOW,43,,,,,Card,art_series,5da666ed-b9b9-54a3-8388-346ac2c7aa33,44b4470b-d125-5d48-93a1-e23bddcac394
Flame-Blessed Bolt,AVOW,44,,,,,Card,art_series,26000136-978a-58d6-bdb2-94fb448b1794,9f1ebed7-14e5-552a-a3bb-0e87b79adfe4
Honeymoon Hearse,AVOW,45,,,,,Card,art_series,35632c34-8550-5dd1-8018-f88793e13d14,b97292b0-2355-5352-930e-cc1e1c8b9510
Manaform Hellkite,AVOW,46,,,,,Card,art_series,d96f9f56-03e1-56d9-882c-ea07e44ff9c6,9347e5b0-5bee-5a64-a683-d597b06bcfa0
Olivia's Attendants,AVOW,47,,,,,Card,art_series,e23d9d55-b32f-5a1a-9934-90d88dcb175e,e1c8bfaa-0cff-5c27-9a98-fa4fb203bb77
Pyre Spawn,AVOW,48,,,,,Card,art_series,f0afacd2-c0ce-5370-bfba-10d9df5bbc9e,cf934596-46ee-5723-9288-47150d1b8926
Vampires' Vengeance,AVOW,49,,,,,Card,art_series,f5e6989c-5972-537e-b930-9a53f8b302b9,12caa23e-3f21-5204-8f4a-70286d487e58
Voldaren Epicure,AVOW,50,,,,,Card,art_series,47140ff0-8e53-5399-84ce-82c8cf3679f5,f12e19ec-abe7-597b-96d5-2a7271befe17
Cartographer's Survey,AVOW,51,,,,,Card,art_series,e9b6f2e1-1482-5308-9de7-50ee9abb870c,2ddbe16c-db62-5af7-9b06-1a75123e9a1a
Nature's Embrace,AVOW,52,,,,,Card,art_series,163657d4-f77d-5c84-8858-a5dc3713ac99,63f5db85-cdbe-5508-bce7-f81a5acd3fb4
Retrieve,AVOW,53,,,,,Card,art_series,6958f540-9781-5602-8b77-b2e78c730963,cf299fa8-b282-5f48-ac98-8b4582382249
Sawblade Slinger,AVOW,54,,,,,Card,art_series,d3fe3092-3a86-51b5-8c39-1c118e7e9e21,d8e5cdf0-e910-5c1c-8aae-4967cf6cdf84
Splendid Reclamation,AVOW,55,,,,,Card,art_series,47803e34-b5c3-5e75-a7b2-272cd7ff8c4b,3c459217-bc71-566c-9bab-26a094e5a53b
"Anje, Maid of Dishonor",AVOW,56,,,,,Card,art_series,a4cf30d4-046d-584d-b944-72cb55f28f12,195f3963-c076-5eb5-a998-6f3a34a4a794
"Dorothea, Vengeful Victim",AVOW,57,,,,,Card,art_series,93a3b81e-f59e-5e8b-9393-3e6ba4fa1aac,532eec17-820f-533a-919b-ce8a02d6226e
Dorothea's Retribution,AVOW,58,,,,,Card,art_series,9d2b625c-6030-5354-8058-11b30836696f,aeec656c-b39b-5097-8ad1-fc463b2abd91
"Edgar, Charmed Groom",AVOW,59,,,,,Card,art_series,46722239-1e73-5395-a992-c86d5ecd41c0,d1f59448-eb0a-5ad8-86ac-6f5a875c3f48
Edgar Markov's Coffin,AVOW,60,,,,,Card,art_series,8531125d-bc6b-5b66-b6c1-84c822cc2d90,58ea01f9-ef98-517d-8431-2caeaca7e20f
"Eruth, Tormented Prophet",AVOW,61,,,,,Card,art_series,4456381b-cb09-5517-9a8a-fcb5bdd50a64,fc74cf05-75f5-5efc-9f91-3018c5c8b279
Markov Purifier,AVOW,62,,,,,Card,art_series,62dc9c8d-efe6-59e5-b95f-42c91a8e9699,e7913962-8824-5a2d-9ee2-98d365476534
Markov Waltzer,AVOW,63,,,,,Card,art_series,993e064d-1400-5057-93c1-2385e355c198,ce9a3ae3-1ab3-5793-87a2-35493571fc88
"Odric, Blood-Cursed",AVOW,64,,,,,Card,art_series,9f18f8ba-ad24-5f05-ae51-73b6b3be1a08,25771b3f-3a0f-535c-b674-e17032e45db6
"Olivia, Crimson Bride",AVOW,65,,,,,Card,art_series,a9787742-b75c-5dc0-ad2c-c0ce31990d09,358b221d-c072-52c4-955e-12cc8c28bcbd
Runo Stromkirk,AVOW,66,,,,,Card,art_series,b84096fa-ecf3-5964-87a0-2a53e41bbe03,20533ddd-ee9d-57c7-82d1-b4b79effe470
Skull Skaab,AVOW,67,,,,,Card,art_series,c5b211ad-2977-58c3-a9d4-4d50c0dda8c9,cf1da63c-6135-512b-9195-eaa59e4eeefd
Sundown Pass,AVOW,68,,,,,Card,art_series,0da0da16-6c40-5047-9e59-f88d7360293d,34bad89c-ab8e-531e-9f91-ce0b5c4b84dd
Voldaren Estate,AVOW,69,,,,,Card,art_series,839b7eac-bcf0-591a-8d5c-dc93693dacb8,3246de82-37d0-5a50-8cdd-53fa2aa0c7ec
Mina Harker,AVOW,70,,,,,Card,art_series,8f00d02c-aba7-5724-ad16-319e0a012eb2,01cbd6c6-1e7e-529b-a2b9-ff517d607cc4
"Dracula, Blood Immortal",AVOW,71,,,,,Card,art_series,40928d87-6ffb-5d97-9ef9-e6e8fc77fdf5,04f8d3da-7df6-52ef-9ebc-2032d29b6478
Bloodvial Purveyor,AVOW,72,,,,,Card,art_series,6629851f-df0e-5df2-8c2a-21300130a1ca,3a9b0b70-cf6a-50ee-8d80-bcec9ad55717
"Grolnok, the Omnivore",AVOW,77,,,,,Card,art_series,619009c7-1cc5-5d75-a6b4-cf83ec0a4340,ef4a6163-b27f-575c-b853-2d85c9a909dd
"Tamiyo, the Moon Sage Emblem",TAVR,8,,,,"You have no maximum hand size.\nWhenever a card is put into your graveyard from anywhere, you may return it to your hand.",Emblem — Tamiyo,emblem,0675aa73-0756-581d-b2d7-10712b724ac8,
Cooped Up,AWOE,1,,,,,Card,art_series,9810a4e7-a31b-5b97-a59b-312f4bd63db2,5834df3c-bf62-57f9-a4de-4458370035d9
Discerning Financier,AWOE,2,,,,,Card,art_series,b8b407c3-c2c7-5cf3-bef6-63b156658d0b,a7fc90c6-4bb9-5f57-a09e-e1c76c22439c
Dutiful Griffin,AWOE,3,,,,,Card,art_series,4fdb88ae-6e45-5326-9610-6da61099195c,d22997f9-3af1-507f-a899-f70425d160da
Eerie Interference,AWOE,4,,,,,Card,art_series,e89cb72b-2636-56a1-ac55-616548372fc3,7437516b-7125-54e6-b5a7-f6a9f0111c75
Moonshaker Cavalry,AWOE,5,,,,,Card,art_series,955e5b22-3692-51bb-b904-e2cad34c99c2,2b1296f7-91f5-5262-a36a-b77bfcce184a
Horned Loch-Whale,AWOE,6,,,,,Card,art_series,eeb33f04-c9f4-5429-888f-35fcac71e3f6,eef74e76-c808-587d-a7ae-328c308a2505
Into the Fae Court,AWOE,7,,,,,Card,art_series,24b3c7bf-e2ea-570a-a973-ffc7d76e53ca,4356b0b3-23dc-5554-8d40-1711b8785b0b
Sleep-Cursed Faerie,AWOE,8,,,,,Card,art_series,486853c8-3222-5353-9ac4-3ea759a2311d,2ce10588-919d-51f3-a8d0-78ad2cb8c1fa
Splashy Spellcaster,AWOE,9,,,,,Card,art_series,ad05897e-a686-5640-ae70-b4683b3e859a,329ffb44-bbe8-5e60-a758-4b573e7e64c2
"Ashiok, Wicked Manipulator",AWOE,10,,,,,Card,art_series,3640fc17-5274-5f04-9c38-a76f6a039ee4,ee24fa7e-a738-58c8-a5ae-a65230e5efff
Conceited Witch,AWOE,11,,,,,Card,art_series,ae57f688-2b73-5122-8f6f-07740c82ce32,51929e7b-4fe4-5c55-9993-90a16aeb776c
Ego Drain,AWOE,12,,,,,Card,art_series,ba2daa6c-04b4-5dd6-8d15-b6eada4e97d2,6154657f-8ed1-5106-8e58-799bacce4d7e
Rowan's Grim Search,AWOE,13,,,,,Card,art_series,a0f6984d-d95e-5124-bc4f-1ad9e14c73a6,d4f79973-98b6-58c9-ae18-489e833c744e
Shatter the Oath,AWOE,14,,,,,Card,art_series,87b06f8f-97c0-55bc-ab52-9c899c4b4a9f,8010c619-69e9-5074-b654-49ff7beff00e
Spiteful Hexmage,AWOE,15,,,,,Card,art_series,a9b813e3-7fc2-5713-9d76-ea4e8af3fd8a,cac6c54a-2a2a-57bc-9b1c-9dba90e9e106
Frantic Firebolt,AWOE,16,,,,,Card,art_series,a1bdb0fe-bc21-599e-ad68-937c18865156,7d893a4a-d1dd-5d10-b7eb-2881f00d72ef
Gnawing Crescendo,AWOE,17,,,,,Card,art_series,805f4e9c-4a77-5ea7-8658-6655cfc27136,bcb9dcac-bc1a-5a7e-86ba-8231702f8c8f
"Imodane, the Pyrohammer",AWOE,18,,,,,Card,art_series,c9861f68-eb61-53fe-a8da-e56915a4d704,89578420-4e71-57c7-a47d-b8a7b59256eb
Realm-Scorcher Hellkite,AWOE,19,,,,,Card,art_series,85c9fcfb-ef4f-556b-baaf-5589550fdb20,add25808-5b74-5712-b4cf-d27a370e1d27
Tattered Ratter,AWOE,20,,,,,Card,art_series,612c9496-aa52-5a49-a7c1-78cb742aeb91,18bf6480-6304-5afa-ab01-ad0424be9ff7
Witch's Mark,AWOE,21,,,,,Card,art_series,1ffe6da7-a2a7-5e3f-9c28-bf1632a71619,34abeb57-cbdc-52e2-9f19-10f52630aeeb
Agatha's Champion,AWOE,22,,,,,Card,art_series,b12ea028-3929-5f58-bf2a-46fb31b00367,da18ed11-0d84-5886-acd7-0c3209c8d972
Beanstalk Wurm,AWOE,23,,,,,Card,art_series,0407063a-0af0-5035-8d13-9e0e4ed50198,014acc43-c03c-54bf-8907-f6e0584bafde
Blossoming Tortoise,AWOE,24,,,,,Card,art_series,8dc350ef-60da-5759-abed-0c64f2c88776,b02c8a2d-989a-5bb6-be09-9b36b7bbf958
Brave the Wilds,AWOE,25,,,,,Card,art_series,cdab28f7-6b90-5861-bebe-4818ff3cb159,0c645417-8b20-5c71-8c50-96c28bd2134b
Leaping Ambush,AWOE,26,,,,,Card,art_series,85e78d0f-008e-54d7-97e7-392af97e1658,f614b0df-3216-5a10-9e83-30367f8a9c2d
Skybeast Tracker,AWOE,27,,,,,Card,art_series,82f026fe-172e-5412-bc4e-765227666c3a,5ea2a2cc-6617-5103-b2ea-c2fda74ad6c3
Verdant Outrider,AWOE,28,,,,,Card,art_series,c3a643a0-1a89-509a-98d7-74505dcbfbb9,e10d7126-2ca6-5caf-914d-59b5315c5989
The Goose Mother,AWOE,29,,,,,Card,art_series,cdc08a7a-114a-542f-b75b-ba59a7906821,f8deac66-f668-5979-9361-0ac7f10bd422
"Neva, Stalked by Nightmares",AWOE,30,,,,,Card,art_series,ea0bfd0f-93d7-5534-8a08-99ef67b6f9f6,4f200514-257a-55e1-af3a-96571b4bad0e
"Rowan, Scion of War",AWOE,31,,,,,Card,art_series,e426defd-7f58-5805-9c81-389f691c598d,6e92d61d-3de0-5c2b-b2b8-8ac7fc92c190
Sharae of Numbing Depths,AWOE,32,,,,,Card,art_series,4fa5515e-6cd7-5216-92c4-bba9f3590d0e,2b76d586-820e-5897-81ef-47e240d45c18
"Totentanz, Swarm Piper",AWOE,33,,,,,Card,art_series,f76dd166-86a8-5b56-9f62-fa296dac9979,e90a9b2f-f30c-59b0-85af-b2d55d04888b
"Will, Scion of Peace",AWOE,34,,,,,Card,art_series,3a6d2a0c-c010-5e86-9b83-16aff646fb56,1d632561-e92f-5745-b028-a80a236d26cd
"Yenna, Redtooth Regent",AWOE,35,,,,,Card,art_series,e502c293-8a5b-59a0-8690-0268649a28ee,0589d045-4a8d-5c0d-9340-aec10981b416
Beluna Grandsquall,AWOE,36,,,,,Card,art_series,5e76d288-6cb2-50fc-82be-a02d8ac22aa2,6833e913-450a-580a-92c8-8b9a8f639dad
Elusive Otter,AWOE,37,,,,,Card,art_series,ae7abed0-db2c-5a0e-9488-adfe24c15094,985cfb1d-0198-5005-a8c9-4a25b3c538ce
Heartflame Duelist,AWOE,38,,,,,Card,art_series,96dabd71-97c6-5666-891b-9aa4012ae1ea,4ba49f9e-c1c3-5468-9dc3-7e6aa0b675a1
"Kellan, the Fae-Blooded",AWOE,39,,,,,Card,art_series,571e1b7b-08f4-57a1-8929-1a7ff7dcb618,2d6d5b30-984a-5738-8ad5-21d5d3d82e20
Mosswood Dreadknight,AWOE,40,,,,,Card,art_series,7c242039-0cc3-5a5d-9198-81f25a2028d0,c5c93c2b-3219-5979-94e7-5164f4762e98
Scalding Viper,AWOE,41,,,,,Card,art_series,8890bab4-a608-54e5-af4b-e1314b1adc28,f6f293f1-5652-5ab2-9869-cef1cb9978dc
Agatha's Soul Cauldron,AWOE,42,,,,,Card,art_series,3465565f-39db-5bb2-bbff-06ade397c18c,c0511e91-098c-5883-84e4-003a6f0c076d
Hylda's Crown of Winter,AWOE,43,,,,,Card,art_series,d5e5000e-ae85-5c2b-bd27-768fc07e3a8a,f6952694-5a38-52e5-9971-b2a336958a9e
The Irencrag,AWOE,44,,,,,Card,art_series,35ee3f01-d93d-5344-889e-5bfc4f77ced8,9bbe761b-0f12-51e2-a5d5-1ef90a61d0fa
Prophetic Prism,AWOE,45,,,,,Card,art_series,a07b550a-6822-5781-a917-05508229221b,fcc716cd-56f5-5d8c-b30a-6d7dc37e031b
Edgewall Inn,AWOE,46,,,,,Card,art_series,bbc82982-3201-5537-88df-a123b4047814,f7787a97-f54a-5745-ac5c-aa21cfd92bf4
Evolving Wilds,AWOE,47,,,,,Card,art_series,ec588305-ce2e-56b3-b774-24b205b367fd,9cebba08-b959-52c5-959a-4aa91589f6f5
"Tegwyll, Duke of Splendor",AWOE,48,,,,,Card,art_series,26702210-a47d-5cb0-baf8-b268456f097f,48a25ed9-4de5-5395-b89e-326e56d89d3d
Ellivere of the Wild Court,AWOE,49,,,,,Card,art_series,51f1d11d-e3bd-5c26-aefe-1a9ee4aa82c1,b8e6a139-70b3-541c-b9ad-5ba4cf1fc85d
Knickknack Ouphe,AWOE,50,,,,,Card,art_series,da5808fe-5381-5cd5-bab2-0003ef016498,43331051-b233-559e-967a-c281aa33a787
Court of Ardenvale,AWOE,51,,,,,Card,art_series,937b41d4-b07b-588b-bcd5-2791302efbfd,a728425e-e36a-5d7c-b748-0929d322f735
Court of Vantress,AWOE,52,,,,,Card,art_series,a3c21fc4-6968-589a-a9d8-6dcb3d6c7f77,f32025fa-5169-59a0-bfaf-0c1e4a66a4a4
Court of Locthwain,AWOE,53,,,,,Card,art_series,05113329-87b2-5508-b509-854be9658152,48b21f5d-208c-5009-8dff-13f48dc8e687
Court of Garenbrig,AWOE,54,,,,,Card,art_series,44f0d8f6-a652-5a42-91d6-45ea973a4e8e,5ba04cb5-8ea0-5476-adaa-4fc5d4840f3f
Throne of Eldraine,AWOE,55,,,,,Card,art_series,9bac6bc4-f69e-5166-85c2-17fad9b33a17,371e3f93-9c83-5375-ba5e-c880d85534dd
Eriette of the Charmed Apple,AWOE,58,,,,,Card,art_series,c893bd00-a1eb-5071-9e4d-736841525b89,02683d45-e6c5-581b-af10-ab1875667479
"Talion, the Kindly Lord",AWOE,60,,,,,Card,art_series,3a918214-24b9-521c-a34a-49de870ce584,9648ef27-3098-5f45-806b-1e8390213247
Greater Auramancy,AWOE,61,,,,,Card,art_series,df81714e-a858-5323-8d7c-ae35154081b0,2b6c1c61-833c-5473-b967-96448174f7ba
Karmic Justice,AWOE,62,,,,,Card,art_series,bd034ad7-b59a-59dc-8cb5-ebb1aac7258b,85234bd2-577d-54ae-8553-6a07b3354041
Knightly Valor,AWOE,63,,,,,Card,art_series,e696ede6-3c1b-55c7-9acb-2873fd01068c,41cf5dc8-2217-5b9f-88a9-f27d3efefc29
As Foretold,AWOE,64,,,,,Card,art_series,fc866ed9-4a76-58c6-9a89-71d9b94e5ba4,58b4e062-8376-5d3f-ae62-0f164bf1da2d
Curiosity,AWOE,65,,,,,Card,art_series,d9462bdc-91a0-51ef-87e1-71a08fbc8f1a,79883876-c1cb-595e-af62-e2aac3b9a263
Hatching Plans,AWOE,66,,,,,Card,art_series,80d9c735-cc8e-5d23-be21-f5377b57308f,3d215cf2-b0c2-5500-8ea7-e55688a6d8cb
Omniscience,AWOE,68,,,,,Card,art_series,ee7e7201-926b-5288-9c34-0a7994c42bb4,d552b7e1-b4a6-57e4-8303-e0b2f7fd1150
Stab Wound,AWOE,69,,,,,Card,art_series,bc2419fb-23f0-5ffc-9cc0-bd973a811b82,c54d415a-cf66-582d-be99-3b3ef44af78b
Waste Not,AWOE,70,,,,,Card,art_series,10a9be13-ef21-5dbd-bbbf-25568735e910,996592a3-5d5b-5727-94ef-2408a258e4eb
Doubling Season,AWOE,71,,,,,Card,art_series,5ca5f377-0779-5bec-93d0-a3f5f48a9713,2e9b8c81-6ecc-5b9a-aa37-10d6ea27bbd9
Garruk's Uprising,AWOE,72,,,,,Card,art_series,9610e040-1de6-55e0-ad33-6fdf360301f5,bf77cf58-fecc-5506-97b1-f59fc4a10833
Leyline of Abundance,AWOE,73,,,,,Card,art_series,d43ee849-07b3-560c-afaf-7a661757b24c,0fa3b4a4-e546-57a2-97e6-59f51852e280
Primal Vigor,AWOE,74,,,,,Card,art_series,b98fd046-dc31-5704-a5d3-4297241faf83,621a5c0e-d77e-53ff-8698-be1c19317f39
Unnatural Growth,AWOE,75,,,,,Card,art_series,3b152879-89c4-5a5b-b32a-0fa858faf7ad,3ae4b30e-8be0-51d3-b866-520784f9a0f5
Rhystic Study,AWOE,79,,,,,Card,art_series,3f78df0f-e502-56e1-8c06-f8d65f90cda8,74f90865-0619-565b-8269-0649751f8448
Necropotence,AWOE,80,,,,,Card,art_series,996fc32a-02b5-5e5b-af85-a56cdc9e4e81,cb0da814-8b2e-58b1-9fad-875645ca890e
Defense of the Heart,AWOE,81,,,,,Card,art_series,7b0d7076-923e-5b19-8eff-26efe2fc760c,e2f65075-eaf8-5ac4-9800-7d485e0c0e42
"Jace, Mirror Mage",AZNR,1,,,,,Card,art_series,57b6bfa2-a9ee-51bd-b95d-d6cec42f24b0,bdbe6e94-a2a2-599f-a117-55eda20829c4
"Nahiri, Heir of the Ancients",AZNR,3,,,,,Card,art_series,5c413a00-c6d2-5e34-93cc-1831c209f530,36070596-f513-5468-ba03-7da660f0aa63
Nissa of Shadowed Boughs,AZNR,5,,,,,Card,art_series,a2e33e4a-60ef-5f09-af91-55f824a1e036,50963367-f6f3-50a1-a178-9313a24fb8da
Boulderloft Pathway,AZNR,22,,,,,Card,art_series,6dffcd2e-0796-582f-8674-32d5ce1f85d8,e60998c4-a9b8-535b-8210-77140310e903
Brightclimb Pathway,AZNR,23,,,,,Card,art_series,880b4d72-90ea-5b57-a24a-a5f3b24c846d,8850d629-7aef-5c12-a492-a5edd1ca43fa
Grimclimb Pathway,AZNR,24,,,,,Card,art_series,ff8b7e78-4fab-5a7f-9b57-884ca3ef2e93,ee92e2f5-13fb-5f4e-a1e2-f9202d0c1a51
Clearwater Pathway,AZNR,25,,,,,Card,art_series,3d419f7b-4ac1-5de4-843b-08b99e780c1f,49e8fd1d-86e1-50c2-90e4-7b8605413302
Murkwater Pathway,AZNR,26,,,,,Card,art_series,4b0cf4e2-392f-5d91-8dc8-68d17f7477f7,f319b34e-7267-51d8-8adb-1ee76c1030c1
Needleverge Pathway,AZNR,27,,,,,Card,art_series,28d46c75-f2a7-57b7-94a9-838aad3497cd,e0d8fe16-2fe3-5855-94d6-4eadf187240c
Pillarverge Pathway,AZNR,28,,,,,Card,art_series,39a1f1a2-f102-54c4-a2ce-c63881aac7bd,8233eae9-e496-5535-9f97-700362deadd3
Flooded Strand,AZNR,29,,,,,Card,art_series,e256e824-0921-5218-9e25-76a7ed742d45,5b702e05-b97e-5017-b293-92b9f39602cc
Windswept Heath,AZNR,30,,,,,Card,art_series,18e5a70c-bfc9-50bf-a0ea-d587aa05a0ec,fcbb5330-6e9f-5e62-b424-f3c731c39831
Morphic Pool,AZNR,32,,,,,Card,art_series,10d88c77-58cf-5892-a56b-1b7ee68c7580,c5135390-d848-5f78-a497-913015684a95
Celestial Colonnade,AZNR,33,,,,,Card,art_series,25938ca7-7f71-5ef1-b8cd-3ca0d974ec3c,4c838c8e-1667-5680-9e18-0520c4d99351
Grove of the Burnwillows,AZNR,34,,,,,Card,art_series,154c4bfe-38c5-5876-91ca-d9ff770aee62,d9cc440c-9990-5959-b5cc-f06121c5ff4b
Wasteland,AZNR,36,,,,,Card,art_series,8df75f89-b837-5879-980d-25c3f3071fe1,d8b13d10-b4c6-5872-b653-8b58d281a966
