name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds,relatedCards
Serf,TEMA,5,0,1,,,Token Creature — Serf,token,c1d00c5e-3e97-5815-b0f6-d3547afd1080,,"{""reverseRelated"": [""Sengir Autocrat""]}"
Carnivore,TEMA,7,3,1,,,Token Creature — Beast,token,2916cad8-e495-5469-a1d2-b80c26fb74e1,,"{""reverseRelated"": [""Tooth and Claw""]}"
Goblin Soldier,TEMA,15,1,1,,,Token Creature — Goblin Soldier,token,40ea0deb-83d1-565f-9f72-592652ed3606,,"{""reverseRelated"": [""Goblin Trenches"", ""Rise of the Hobgoblins""]}"
Eldritch Moon Checklist,TEMN,CH1,,,,"(You can mark this card to represent a meld or double-faced card in your library or hand.)\n☐ Bruna, the Fading Light {5}{W}{W}\n☐ Extricator of Sin {2}{W}\n☐ Gisela, the Broken Blade {2}{W}{W}\n☐ Lone Rider {1}{W}\n☐ Curious Homunculus {1}{U}\n☐ Docent of Perfection {3}{U}{U}\n☐ Grizzled Angler {2}{U}\n☐ Graf Rats {1}{B}\n☐ Midnight Scavengers {4}{B}\n☐ Voldaren Pariah {3}{B}{B}\n☐ Conduit of Storms {2}{R}\n☐ Hanweir Garrison {2}{R}\n☐ Smoldering Werewolf {2}{R}{R}\n☐ Vildin-Pack Outcast {4}{R}\n☐ Kessig Prowler {G}\n☐ Shrill Howler {2}{G}\n☐ Tangleclaw Werewolf {2}{G}{G}\n☐ Ulvenwald Captive {1}{G}\n☐ Ulrich of the Krallenhorde {3}{R}{G}\n☐ Cryptolith Fragment {3}\n☐ Hanweir Battlements",Card,token,5a885f7d-d9d3-58fc-adb5-4be0bc6cd1f5,,"{""reverseRelated"": [""Bruna, the Fading Light"", ""Conduit of Storms // Conduit of Emrakul"", ""Cryptolith Fragment // Aurora of Emrakul"", ""Curious Homunculus // Voracious Reader"", ""Docent of Perfection // Final Iteration"", ""Extricator of Sin // Extricator of Flesh"", ""Gisela, the Broken Blade"", ""Graf Rats"", ""Grizzled Angler // Grisly Anglerfish"", ""Hanweir Battlements"", ""Hanweir Garrison"", ""Kessig Prowler // Sinuous Predator"", ""Lone Rider // It That Rides as One"", ""Midnight Scavengers"", ""Shrill Howler // Howling Chorus"", ""Smoldering Werewolf // Erupting Dreadwolf"", ""Tangleclaw Werewolf // Fibrous Entangler"", ""Ulrich of the Krallenhorde // Ulrich, Uncontested Alpha"", ""Ulvenwald Captive // Ulvenwald Abomination"", ""Vildin-Pack Outcast // Dronepack Kindred"", ""Voldaren Pariah // Abolisher of Bloodlines""]}"
Zombie,TEMN,6,*,*,,,Token Creature — Zombie,token,94d9bf29-b5c7-57fe-b6da-bc068103aa50,,"{""reverseRelated"": [""Ritual of the Returned"", ""Soul Separator""]}"
"Tamiyo, Field Researcher Emblem",TEMN,10,,,,You may cast nonland cards from your hand without paying their mana costs.,Emblem — Tamiyo,emblem,b36eab7b-2acf-5694-b7c5-15e565e05cfa,,"{""reverseRelated"": [""Tamiyo, Field Researcher""]}"
Infantry,FBRO,1,,,,(Theme color: {W}),Card,token,5942c29d-3e45-5d82-b8fa-9c8d211f5658,,
Powerstones,FBRO,2,,,,(Theme color: {U}),Card,token,15357ba2-f6c9-53c1-9bd5-935cfa20be05,,
Unearth (Theme),FBRO,3,,,,(Theme color: {B}),Card,token,bc5542bd-2781-5c41-a110-ce26a816c307,,
Welded,FBRO,4,,,,(Theme color: {R}),Card,token,450b21f3-8338-52bb-b419-476f344c4fa9,,
Titanic,FBRO,5,,,,(Theme color: {G}),Card,token,d7d2fd37-bd92-5703-adec-b1582331c2b3,,
Azorius Senate,FCLU,1,,,,(Theme colors: {W}{U}),Card,token,bf58082f-1973-5994-8141-89e692ef3a4f,,
Orzhov Syndicate,FCLU,2,,,,(Theme colors: {W}{B}),Card,token,032d1544-d515-5cf4-be0d-b87745f2ba38,,
House Dimir,FCLU,3,,,,(Theme colors: {U}{B}),Card,token,674d18db-7d40-598c-981e-9c325ec44dec,,
Izzet League,FCLU,4,,,,(Theme colors: {U}{R}),Card,token,afdc0b23-f53a-5562-9bf6-079d1cd931cc,,
Cult of Rakdos,FCLU,5,,,,(Theme colors: {B}{R}),Card,token,9773e3f3-9497-58f3-a1a4-51b5c1b8df01,,
Golgari Swarm,FCLU,6,,,,(Theme colors: {B}{G}),Card,token,6939d65b-25ac-5e7f-924a-340169ca7719,,
Gruul Clans,FCLU,7,,,,(Theme colors: {R}{G}),Card,token,45aef1cc-8f40-5372-8d54-74ba545397a4,,
Boros Legion,FCLU,8,,,,(Theme colors: {R}{W}),Card,token,44bc18b3-368f-5a6e-b7f5-53b8245df426,,
Selesnya Conclave,FCLU,9,,,,(Theme colors: {G}{W}),Card,token,0e718e7c-8135-5b46-98e6-262c2f3ef189,,
Simic Combine,FCLU,10,,,,(Theme colors: {G}{U}),Card,token,50e71b5f-64c1-5747-8dbe-245524dc2d37,,
Coalition Corps,FDMU,1,,,,(Theme color: {W}),Card,token,13a6bf19-d824-5a31-b61e-ef5de09016cf,,
Coalition Legion,FDMU,2,,,,(Theme color: {W}),Card,token,9518c9b9-b6ff-56d8-aabb-84ff65cdfa52,,
Arcane Mischief,FDMU,3,,,,(Theme color: {U}),Card,token,48e93b73-e5d8-5999-bbe5-1bf73416dba3,,
Mystic Mischief,FDMU,4,,,,(Theme color: {U}),Card,token,d8d97a2e-1be6-5d20-8be2-582e20c2488e,,
Totally Merciless,FDMU,5,,,,(Theme color: {B}),Card,token,8a92d4df-5b93-5418-8ed7-9f7db6fbfb86,,
Totally Ruthless,FDMU,6,,,,(Theme color: {B}),Card,token,446a37e8-ebe7-53bc-b1d5-26f933849c1e,,
Ready to Attack,FDMU,7,,,,(Theme color: {R}),Card,token,bdab1f52-1041-5a67-8612-096e25a392c5,,
Ready to Charge,FDMU,8,,,,(Theme color: {R}),Card,token,22cc5f3b-2932-51f8-ac48-d1efcefd36f3,,
Beast Territory,FDMU,9,,,,(Theme color: {G}),Card,token,fa5a2717-1dbd-51d4-8ad5-92fc1ffa6034,,
Monster Territory,FDMU,10,,,,(Theme color: {G}),Card,token,bdc388dd-ec05-5d3f-9dbf-538b92017fa3,,
Blink (Front Card),FJ22,1,,,,(Theme color: {W}),Card,token,87681141-be91-5e2f-be70-81c2c7ec99b3,,
Cats,FJ22,2,,,,(Theme color: {W}),Card,token,824c518c-3a16-5d10-b66a-79897c874966,,
Constellation,FJ22,3,,,,(Theme color: {W}),Card,token,b3402050-1e29-58af-9799-6a1111d10a33,,
Holy,FJ22,4,,,,(Theme color: {W}),Card,token,c3aa09af-59f4-51df-8159-054757bb6ac1,,
Knights,FJ22,5,,,,(Theme color: {W}),Card,token,b12b5ce1-97a2-542c-8875-1fbab41ffed3,,
Law,FJ22,6,,,,(Theme color: {W}),Card,token,c57945ab-2e58-591b-bd76-5e6f3dbfed8a,,
Spirits,FJ22,7,,,,(Theme color: {W}),Card,token,dd44fff3-50f5-5c44-94a6-1811ad662967,,
Teamwork,FJ22,8,,,,(Theme color: {W}),Card,token,3b439486-0e81-5289-b05c-62cf7e4f0c56,,
Vehicles,FJ22,9,,,,(Theme color: {W}),Card,token,01794a07-0423-51cc-93cc-c8a059f7188b,,
Detective,FJ22,10,,,,(Theme color: {U}),Card,token,25823a28-ed7f-5b89-97f2-c1c6b4a7e4e2,,
Faeries,FJ22,11,,,,(Theme color: {U}),Card,token,c86b5cf9-d6e4-5553-9378-4548c9f37ec1,,
Go to School,FJ22,12,,,,(Theme color: {U}),Card,token,b6093f87-739a-555a-a86a-0baff58423e8,,
Inventive,FJ22,13,,,,(Theme color: {U}),Card,token,47c5b5fb-0ca5-5b9c-89e6-2dfa9978e601,,
Merfolk,FJ22,14,,,,(Theme color: {U}),Card,token,05c76cac-1d52-57cd-8835-abe6c45e98ec,,
Scrying,FJ22,15,,,,(Theme color: {U}),Card,token,cab34128-f053-51ea-8bf3-f4fe2b6e8f21,,
Shapeshifters,FJ22,16,,,,(Theme color: {U}),Card,token,93446e0e-14f5-5a16-ab3c-db0d22de9fc2,,
Snow,FJ22,17,,,,(Theme color: {U}),Card,token,21a7b6a6-7493-53ea-8950-54f1590923e7,,
Think Again,FJ22,18,,,,(Theme color: {U}),Card,token,8df15803-29f9-5fb2-9149-996211a824aa,,
Boneyard,FJ22,19,,,,(Theme color: {B}),Card,token,524cd852-e176-5ed9-b502-59fcdf7d5a79,,
Cruel,FJ22,20,,,,(Theme color: {B}),Card,token,52c8d151-d5d0-5cd7-bea9-6f35ad9c87be,,
Demons,FJ22,21,,,,(Theme color: {B}),Card,token,b4ac8f7a-9b0a-532b-adb5-f372d690606a,,
Fangs,FJ22,22,,,,(Theme color: {B}),Card,token,1e3b4ad8-7ccf-5969-851c-0b53ff1968da,,
Gross,FJ22,23,,,,(Theme color: {B}),Card,token,6438d32c-bfaa-5562-81f3-5ed59d4b872f,,
Morbid,FJ22,24,,,,(Theme color: {B}),Card,token,713b42ab-579d-5dd2-8daa-0296e08d2329,,
Rats,FJ22,25,,,,(Theme color: {B}),Card,token,74690ea1-1c2e-54e1-9c78-249a674380a3,,
Unlucky Thirteen,FJ22,26,,,,(Theme color: {B}),Card,token,5f5ccffe-83ad-519d-b646-3ccc0f0c926e,,
Zombies,FJ22,27,,,,(Theme color: {B}),Card,token,363abf75-97d1-59ce-8d5d-9573473e48b1,,
Cycling,FJ22,28,,,,(Theme color: {R}),Card,token,694cbc27-f895-5e1b-bd28-9ddcd8ea3888,,
Dragons,FJ22,29,,,,(Theme color: {R}),Card,token,b0b2e7b4-6172-5429-bc83-186f484c9ca7,,
Experimental,FJ22,30,,,,(Theme color: {R}),Card,token,795619a0-41a7-5529-a337-9ba8d39e0218,,
Fiery,FJ22,31,,,,(Theme color: {R}),Card,token,35ce7102-c406-54d9-9f36-ff978c193e07,,
Goblins,FJ22,32,,,,(Theme color: {R}),Card,token,a000e1cc-7b54-5328-9b7c-fcce6f713bbd,,
Raid,FJ22,33,,,,(Theme color: {R}),Card,token,94439e12-1432-5640-b924-cb81469f42fd,,
Speedy,FJ22,34,,,,(Theme color: {R}),Card,token,553c0fc1-cdae-517e-9d44-00a4209e3c3e,,
Spicy,FJ22,35,,,,(Theme color: {R}),Card,token,0864bb7b-c6fa-562b-9a0e-9290bd8a6b72,,
Treasure,FJ22,36,,,,(Theme color: {R}),Card,token,02522eec-9313-512c-8867-000892d2c75d,,
Eldrazi,FJ22,37,,,,(Theme color: {C}{G}),Card,token,ac0dd31d-c174-5789-ac83-ea25117cd063,,
Elves,FJ22,38,,,,(Theme color: {G}),Card,token,61cdd1cc-8fa6-50dd-9200-24062d0f8c0b,,
Ferocious,FJ22,39,,,,(Theme color: {G}),Card,token,d89527e1-4168-578a-8633-31b04cbb2ade,,
Gigantic,FJ22,40,,,,(Theme color: {G}),Card,token,907f80ed-5531-5a60-b7ca-369b63e847b7,,
Insects,FJ22,41,,,,(Theme color: {G}),Card,token,2a32b0af-08c1-50ca-9975-6d4bc4c0729e,,
Landfall,FJ22,42,,,,(Theme color: {G}),Card,token,6f29243b-a91c-58de-a123-cc63c2dc40b9,,
Multi-Headed,FJ22,43,,,,(Theme color: {G}),Card,token,f1bf3e21-2c13-505c-8b3f-0b2d89b89b2f,,
Primates,FJ22,44,,,,(Theme color: {G}),Card,token,f2f6fd02-1927-5c94-b3cd-cffae1bbb152,,
Wolves,FJ22,45,,,,(Theme color: {G}),Card,token,a2a30e8a-5def-5d26-bb80-7aaf15a3493d,,
Urza's,FJ22,46,,,,(Theme color: {C}),Card,token,c59990b1-71ce-54b9-b2bb-774ee33e6a1d,,
Above the Clouds,FJMP,1,,,,(Theme color: {U}),Card,token,bdf90cc2-62ef-5474-a5fd-ce7c8cb4137e,,
Angels,FJMP,2,,,,(Theme color: {W}),Card,token,7f565211-0bda-5a2d-9639-f041ef31f7f4,,
Archaeology,FJMP,3,,,,(Theme color: {U}),Card,token,03fef305-e0b4-5e0e-87af-bfee156ee5fd,,
Basri,FJMP,4,,,,(Theme color: {W}),Card,token,44efd2e7-46ff-5534-9963-571d04acfa85,,
Chandra,FJMP,6,,,,(Theme color: {R}),Card,token,f9a7141c-b563-5a07-989f-81e2cee4d9ed,,
Devilish,FJMP,7,,,,(Theme color: {R}),Card,token,c2a26bb5-bb3d-549b-8dcb-a1bb631bd3fa,,
Dinosaurs,FJMP,8,,,,(Theme color: {G}),Card,token,a299196b-5cfc-5258-8b84-4ee1605f3850,,
Discarding,FJMP,9,,,,(Theme color: {B}),Card,token,3a7678f5-66a3-5502-af2d-88c4d4f031e4,,
Doctor,FJMP,10,,,,(Theme color: {W}),Card,token,eb926f9b-c4ef-595a-9ca5-59f95ba99ca9,,
Dogs,FJMP,11,,,,(Theme color: {W}),Card,token,3b1463d7-2e5a-59bb-81f3-d10096dc2609,,
Enchanted,FJMP,14,,,,(Theme color: {W}),Card,token,38290abe-3eb0-582f-844d-92f71fa041ba,,
Feathered Friends,FJMP,15,,,,(Theme color: {W}),Card,token,6548aca9-021a-5788-9a3b-7ae4fd2411f2,,
Garruk,FJMP,16,,,,(Theme color: {G}),Card,token,3c63f131-32ad-5223-897f-c5cb48e7ad04,,
Heavily Armored,FJMP,18,,,,(Theme color: {W}),Card,token,e3f0defe-9742-5abf-ad6b-01a7fc51747a,,
Lands,FJMP,19,,,,(Theme color: {G}),Card,token,b1b52dd8-d280-5b91-9d98-f5fc2c47aae1,,
Legion,FJMP,20,,,,(Theme color: {W}),Card,token,c0240bf5-9ce6-5996-aecc-544647dd1c34,,
Lightning,FJMP,21,,,,(Theme color: {R}),Card,token,4a6b36f1-3bfb-57e5-92b2-1557703b97dc,,
Liliana,FJMP,22,,,,(Theme color: {B}),Card,token,45349bdb-ebe0-5464-bae2-23c0c33e043d,,
Milling,FJMP,23,,,,(Theme color: {U}),Card,token,71bbb0f9-cdfb-5096-8a8e-c6bad5d452e2,,
Minions,FJMP,24,,,,(Theme color: {B}),Card,token,89e0024b-1e66-51dd-b708-3ccd6f03b83e,,
Minotaurs,FJMP,25,,,,(Theme color: {R}),Card,token,68574be7-e984-516e-99b5-7239d511ee9b,,
Phyrexian,FJMP,26,,,,(Theme color: {B}),Card,token,3d5043bd-dae3-505d-bba6-a9a4665c0e05,,
Pirates,FJMP,27,,,,(Theme color: {U}),Card,token,e842e4e1-cf74-5a96-b4b5-2caa46a803fe,,
Plus One,FJMP,28,,,,(Theme color: {G}),Card,token,4458a23b-68df-506d-84fb-5db24a7df2de,,
Predatory,FJMP,29,,,,(Theme color: {G}),Card,token,b15f2ea7-6921-5130-95a3-eaaecfabeba5,,
Rainbow,FJMP,30,,,,(Theme colors: {W}{U}{B}{R}{G}),Card,token,a3656e06-6675-5585-91fa-24f810ae6c78,,
Reanimated,FJMP,31,,,,(Theme color: {B}),Card,token,10c57a4b-b35b-5a75-b049-77bd559aabba,,
Rogues,FJMP,32,,,,(Theme color: {B}),Card,token,59c95ec6-fb0c-5210-927f-0f3ab75021da,,
Seismic,FJMP,33,,,,(Theme color: {R}),Card,token,a9dffa3e-5712-57eb-86f1-663e04e73219,,
Smashing,FJMP,34,,,,(Theme color: {R}),Card,token,b2d97376-19b0-5073-9aa5-14e89e73e41f,,
Spellcasting,FJMP,35,,,,(Theme color: {R}),Card,token,7f14491e-d208-52ac-aa36-ade30024630a,,
Spooky,FJMP,37,,,,(Theme color: {B}),Card,token,2ce54b59-460c-5ea0-9e52-cefda06d94d4,,
Teferi,FJMP,38,,,,(Theme color: {U}),Card,token,c42b0b40-4c86-5124-a7cb-8e57933ec74a,,
Tree-Hugging,FJMP,39,,,,(Theme color: {G}),Card,token,f26a57b3-3a28-5769-b3fe-83b7ed8072d2,,
Under the Sea,FJMP,40,,,,(Theme color: {U}),Card,token,120d1a7d-097e-5cd9-9a00-894bc48425e7,,
Unicorns,FJMP,41,,,,(Theme color: {W}),Card,token,d2c1a4f7-8991-52b1-acc6-a805386c0560,,
Vampires,FJMP,42,,,,(Theme color: {B}),Card,token,a694b028-c72e-5e68-9b1c-33f272d81e49,,
Walls,FJMP,43,,,,(Theme color: {G}),Card,token,e2f0c21a-3dda-52f8-a80a-4d27cab00001,,
Well-Read,FJMP,44,,,,(Theme color: {U}),Card,token,395958d7-2f53-5083-bb42-3ea18fedac99,,
Witchcraft,FJMP,45,,,,(Theme color: {B}),Card,token,5b0ba61f-163f-51dc-a6a1-16e5022e3346,,
Wizards,FJMP,46,,,,(Theme color: {U}),Card,token,a139a35c-3f49-518f-8f09-c1342b08f0d6,,
Courageous,FLTR,1,,,,(Theme color: {W}),Card,token,c4d9b52f-0d81-5d41-9f3e-a4e353c490b8,,
Tricksy,FLTR,2,,,,(Theme color: {U}),Card,token,5309b09a-76ff-543f-ac34-6bcfff4871ba,,
Mordor,FLTR,3,,,,(Theme color: {B}),Card,token,881cc259-9c87-58df-aee4-a50071cc9f1a,,
Marauders,FLTR,4,,,,(Theme color: {R}),Card,token,fb76b9c4-6247-54a3-8324-758384551d25,,
Journey,FLTR,5,,,,(Theme color: {G}),Card,token,10e8cd65-2d2a-5a90-924c-c9a460c24e56,,
Mortals,FLTR,6,,,,(Theme color: {W}),Card,token,3dea0843-f3dd-547c-88ec-a395a31f2ffa,,
Cunning,FLTR,7,,,,(Theme color: {U}),Card,token,795fb002-3e25-5d1d-9e3c-27c2665de632,,
Orcish,FLTR,8,,,,(Theme color: {B}),Card,token,86009949-6446-5356-8f12-1c385cf60fad,,
Riders,FLTR,9,,,,(Theme color: {R}),Card,token,54db2265-d694-59cd-9f3f-d1fe2177122a,,
Elven,FLTR,10,,,,(Theme color: {G}),Card,token,fb240029-bf3e-5f67-af06-da01287c5c78,,
Brood,FMOM,1,,,,(Theme color: {W}),Card,token,613576ad-9c48-5c24-9380-b61c0581f895,,
Overachiever,FMOM,2,,,,(Theme color: {U}),Card,token,59a50259-9228-5169-9995-4aecc8e07e3a,,
Expendable,FMOM,3,,,,(Theme color: {B}),Card,token,ed32a6e2-5230-5737-88de-7cfbe998e849,,
Reinforcement,FMOM,4,,,,(Theme color: {R}),Card,token,fc263dd4-16bf-5a15-8a22-4318cc892ede,,
Buff,FMOM,5,,,,(Theme color: {G}),Card,token,ac3f6f9f-51ec-594e-958c-921adad7d02a,,
Mite-y,FONE,1,,,,(Theme color: {W}),Card,token,7c67e7dc-1653-5644-878d-a1d8b1127b2e,,
Progress,FONE,2,,,,(Theme color: {U}),Card,token,d22801b3-2783-5ecf-b33b-39c619c4dca2,,
Corruption,FONE,3,,,,(Theme color: {B}),Card,token,6e3f2ef5-c50b-5739-b38f-3f0d26fa39ce,,
Rebellious,FONE,4,,,,(Theme color: {R}),Card,token,873d46d8-d12e-5a55-b10f-d56739f517b0,,
Toxic,FONE,5,,,,(Theme color: {G}),Card,token,572c8427-33c2-5ad0-91b3-8785156e1eaa,,
Bird,TGK2,1,1,1,,Flying,Token Creature — Bird,token,26ea98f8-3e82-5523-92a6-09df8b92e271,,"{""reverseRelated"": [""Dovescape"", ""Pride of the Clouds""]}"
Cleric,TGK2,4,1,1,,"{3}{W}{B}{B}, {T}, Sacrifice this creature: Return a card named Deathpact Angel from your graveyard to the battlefield.",Token Creature — Cleric,token,be161f6e-ba93-5bba-ae30-bdd5ca9d984b,,"{""reverseRelated"": [""Deathpact Angel""]}"
Goblin,TGK2,6,2,1,,,Token Creature — Goblin,token,d7e10418-5d5b-581a-9c23-1f231bbe74a7,,
Dinosaur,TGN2,3,3,3,,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),Token Creature — Dinosaur,token,8c15d914-dfe2-59d0-9422-d091c6c99eee,,"{""reverseRelated"": [""Baffling End"", ""Crested Herdcaller"", ""Huatli, Warrior Poet"", ""Raptor Hatchling"", ""Regisaur Alpha"", ""Thundering Spineback"", ""Welcome to . . . // Jurassic Park""]}"
Soldier,TGRN,2,1,1,,Lifelink,Token Creature — Soldier,token,4f83983f-76b0-57e8-8231-0e19f4bd4362,,"{""reverseRelated"": [""Archangel Elspeth"", ""Dawn of Hope"", ""Emmara, Soul of the Accord"", ""Haazda Marshal"", ""Hunted Witness"", ""Ledev Champion"", ""March of the Multitudes"", ""Merry, Warden of Isengard"", ""Sworn Companions"", ""Trostani Discordant""]}"
Insect,TGRN,5,1,1,,,Token Creature — Insect,token,99859c93-5f3d-5dc3-ace1-f8c1802706f8,,"{""reverseRelated"": [""Amzu, Swarm's Hunger"", ""Grist, the Hunger Tide"", ""Izoni, Thousand-Eyed""]}"
Elf Knight,TGRN,6,2,2,,Vigilance,Token Creature — Elf Knight,token,e34f0600-7c7d-53c2-9a84-79b7cba4b62c,,"{""reverseRelated"": [""Assure // Assemble"", ""Conclave Cavalier"", ""Conclave Guildmage"", ""Sprouting Renewal""]}"
"Ral, Izzet Viceroy Emblem",TGRN,7,,,,"Whenever you cast an instant or sorcery spell, this emblem deals 4 damage to any target and you draw two cards.",Emblem — Ral,emblem,5ef31151-c5e4-5a26-8239-e17a1cbe245b,,"{""reverseRelated"": [""Ral, Izzet Viceroy""]}"
"Vraska, Golgari Queen Emblem",TGRN,8,,,,"Whenever a creature you control deals combat damage to a player, that player loses the game.",Emblem — Vraska,emblem,6d9a50c3-1fbb-5ac3-9b2a-3f809e5ca705,,"{""reverseRelated"": [""Vraska, Golgari Queen""]}"
Horror,TGTC,5,1,1,,Flying,Token Creature — Horror,token,222e0f63-f7c4-52e0-8f47-6d600b2586a8,,"{""reverseRelated"": [""Call of the Nightwing""]}"
Soldier,TGTC,6,1,1,,,Token Creature — Soldier,token,413b8191-e883-5446-8618-8929e16a2a87,,
Domri Rade Emblem,TGTC,8,,,,"Creatures you control have double strike, trample, hexproof, and haste.",Emblem — Domri,emblem,7705471e-c210-59ec-9248-ee989cee67ab,,"{""reverseRelated"": [""Domri Rade""]}"
Dragon,H17,4,4,4,,Flying,Token Creature — Dragon,token,d5abbb6b-aa86-501a-8dae-497523d36dcc,,"{""reverseRelated"": [""Sword of Dungeons & Dragons""]}"
Adorned Pouncer,THOU,1,4,4,,Double strike,Token Creature — Zombie Cat,token,d4974282-1fae-53a6-84c1-db1374537f07,,
Dreamstealer,THOU,3,4,4,,"Menace\nWhenever Dreamstealer deals combat damage to a player, that player discards that many cards.",Token Creature — Zombie Human Wizard,token,1cfb9daa-8bf2-52e4-a048-b442f30a3a56,,
Earthshaker Khenra,THOU,4,4,4,,"Haste\nWhen Earthshaker Khenra enters the battlefield, target creature with power less than or equal to Earthshaker Khenra's power can't block this turn.",Token Creature — Zombie Jackal Warrior,token,54246804-4196-54aa-b8c2-5db7cc754529,,
Proven Combatant,THOU,5,4,4,,,Token Creature — Zombie Human Warrior,token,33dc50f9-6044-5afb-b9d9-b23b91f7330d,,
Resilient Khenra,THOU,6,4,4,,"When Resilient Khenra enters the battlefield, you may have target creature get +X/+X until end of turn, where X is Resilient Khenra's power.",Token Creature — Zombie Jackal Wizard,token,77f2af28-01a6-5fb6-bf0b-b263c23cea8f,,
Sinuous Striker,THOU,7,4,4,,{U}: Sinuous Striker gets +1/-1 until end of turn.,Token Creature — Zombie Naga Warrior,token,4c97ece3-648a-5cdb-80c9-8ef423834674,,
Steadfast Sentinel,THOU,8,4,4,,Vigilance,Token Creature — Zombie Human Cleric,token,5d63c444-2bf4-58e0-9987-c98dcfb45bfe,,
Sunscourge Champion,THOU,9,4,4,,"When Sunscourge Champion enters the battlefield, you gain life equal to its power.",Token Creature — Zombie Human Wizard,token,5186a529-39ed-5561-8577-2a86a9d17ec1,,
Horse,THOU,10,5,5,,,Token Creature — Horse,token,6637c9fd-5c78-5fd5-9854-e4a4d7b011ef,,"{""reverseRelated"": [""Crested Sunmare""]}"
Snake,THOU,11,5,4,,,Token Creature — Snake,token,a01fef88-79a9-5885-b1a9-354a1be3b6d8,,"{""reverseRelated"": [""Rhonas's Last Stand""]}"
Cat Bird,TIKO,2,1,1,,Flying,Token Creature — Cat Bird,token,5507c5a3-2bd1-5db3-9db5-31a60cd2c7a6,,"{""reverseRelated"": [""Skycat Sovereign""]}"
Kraken,TIKO,6,8,8,,,Token Creature — Kraken,token,d298041b-f7af-592d-b0ce-eeb017859086,,"{""reverseRelated"": [""Kiora, the Tide's Fury"", ""Ominous Seas""]}"
Shark,TIKO,7,*,*,,Flying,Token Creature — Shark,token,0c16da93-98d7-5037-a250-30d1e5482f15,,"{""reverseRelated"": [""Shark Typhoon""]}"
Dinosaur,TIKO,8,1,1,,Haste,Token Creature — Dinosaur,token,94878ed5-7735-56d2-9946-ec24d08d7338,,"{""reverseRelated"": [""Forbidden Friendship"", ""Human Soldier""]}"
Feather,TIKO,9,,,,"{1}, Sacrifice Feather: Return target Phoenix card from your graveyard to the battlefield tapped.",Token Artifact,token,0ba68999-e73c-5667-84e4-7093a5671128,,"{""reverseRelated"": [""Everquill Phoenix""]}"
Dinosaur Beast,TIKO,11,*,*,,Trample,Token Creature — Dinosaur Beast,token,f1bed91d-6add-5945-ac41-be69ba306baf,,"{""reverseRelated"": [""Quartzwood Crasher""]}"
Companion,TIKO,13,,,,"As each game begins, you can place one card with companion here if your starting deck meets its condition. You may cast it once from here.",Card,token,502291fe-ef30-5ac4-8f22-f5037bc492a1,,
Homunculus,TISD,3,2,2,,,Token Creature — Homunculus,token,eca3f5bc-09cb-59c4-a0e4-048bf9d1b6a3,,"{""reverseRelated"": [""Stitcher's Apprentice""]}"
Vampire,TISD,5,2,2,,Flying,Token Creature — Vampire,token,dbd2113f-ed9f-54b3-b54a-f23fb12971fd,,"{""reverseRelated"": [""Bloodline Keeper // Lord of Lineage"", ""Sorin, Solemn Visitor""]}"
Wolf,TISD,6,1,1,,Deathtouch,Token Creature — Wolf,token,9138077f-b563-55d5-a333-de099c084a2b,,"{""reverseRelated"": [""Garruk Relentless // Garruk, the Veil-Cursed""]}"
Innistrad Checklist,TISD,13,,,,(You can mark this card to represent a double-faced card in your library or hand.)\n☐ Cloistered Youth {1}{W}\n☐ Thraben Sentry {3}{W}\n☐ Civilized Scholar {2}{U}\n☐ Delver of Secrets {U}\n☐ Ludevic's Test Subject {1}{U}\n☐ Bloodline Keeper {2}{B}{B}\n☐ Screeching Bat {2}{B}\n☐ Hanweir Watchkeep {2}{R}\n☐ Instigator Gang {3}{R}\n☐ Kruin Outlaw {1}{R}{R}\n☐ Reckless Waif {R}\n☐ Tormented Pariah {3}{R}\n☐ Village Ironsmith {1}{R}\n☐ Daybreak Ranger {2}{G}\n☐ Garruk Relentless {3}{G}\n☐ Gatstaf Shepherd {1}{G}\n☐ Grizzled Outcasts {4}{G}\n☐ Mayor of Avabruck {1}{G}\n☐ Ulvenwald Mystics {2}{G}{G}\n☐ Villagers of Estwald {2}{G},Card,token,7ee63a2d-9bea-5cf6-b74d-dd9e0b4c2411,,"{""reverseRelated"": [""Bloodline Keeper // Lord of Lineage"", ""Civilized Scholar // Homicidal Brute"", ""Cloistered Youth // Unholy Fiend"", ""Daybreak Ranger // Nightfall Predator"", ""Delver of Secrets // Insectile Aberration"", ""Garruk Relentless // Garruk, the Veil-Cursed"", ""Gatstaf Shepherd // Gatstaf Howler"", ""Grizzled Outcasts // Krallenhorde Wantons"", ""Hanweir Watchkeep // Bane of Hanweir"", ""Instigator Gang // Wildblood Pack"", ""Kruin Outlaw // Terror of Kruin Pass"", ""Ludevic's Test Subject // Ludevic's Abomination"", ""Mayor of Avabruck // Howlpack Alpha"", ""Reckless Waif // Merciless Predator"", ""Screeching Bat // Stalking Vampire"", ""Thraben Sentry // Thraben Militia"", ""Tormented Pariah // Rampaging Werewolf"", ""Ulvenwald Mystics // Ulvenwald Primordials"", ""Village Ironsmith // Ironfang"", ""Villagers of Estwald // Howlpack of Estwald""]}"
